,Bus Stop,Trip ID,Scooter ID,EndLat,EndLong,End To Bus,StartLat,StartLong,Start to Bus
4473,4188,BOL00478,Powered-37b81f45-c4b4-27ef-2a0a-66c0fc4a8f18,,,,36.161347,-86.773876,169.84198292652943
4474,4188,BOL00479,Powered-8ebcea3b-148f-56df-03f7-214d5b72d9ca,,,,36.161309,-86.773884,183.9139896676611
4475,4596,BOL00513,Powered-df1bed61-9f11-85cf-d8e5-c7b42e1a947c,,,,36.157524,-86.784523,71.88775386075815
4476,487,BOL00554,Powered-41d70d7d-7a93-d2b3-4346-9d3e9c9cd06d,36.158499,-86.783417,61.3347132091362,,,
4477,4188,BOL00642,Powered-bb896e59-15a0-1f28-ade8-2d607fcf509a,,,,36.162062,-86.774442,221.43340040793473
4478,4188,BOL00636,Powered-a4397c89-16ef-e951-4c79-481d3677107e,,,,36.161318,-86.773855,179.1982579289884
4479,4188,BOL00044,Powered-2d8ecfea-d94a-9574-36f7-27d50dc9a7a4,36.161886,-86.774151,118.35500805392834,,,
4480,4418,BOL00152,Powered-751e19ec-b697-a51f-04ea-0bf9a2e125c9,36.166947,-86.782562,245.42182927994162,,,
4482,4188,BOL00190,Powered-8b55d4fa-09e0-924d-076d-ac53700c2c9f,36.161299,-86.773901,188.5162720693462,,,
4483,4188,BOL00231,Powered-41002003-77ba-a3d5-e65e-2eb21ed910f3,,,,36.162076,-86.774465,229.7560275035618
4484,4188,BOL00159,Powered-5d227ac8-111f-4c28-7d6d-72c21b9f1a11,,,,36.162446,-86.774045,249.12472992333971
4486,4188,BOL00168,Powered-8429f92b-116a-ff66-80dd-4fa33dfe90bc,,,,36.16234,-86.774026,210.89975314414528
4487,4188,BOL00169,Powered-5b3663da-41b5-b037-11f8-7b5df26693f6,,,,36.162332,-86.774082,214.88336740073765
4488,4188,BOL00167,Powered-5d227ac8-111f-4c28-7d6d-72c21b9f1a11,,,,36.162402,-86.773979,227.85102035559132
4489,487,BOL00188,Powered-6b5364b3-4ab6-869a-e1b6-5de1c9407a51,36.158169,-86.78396,142.21221308146468,,,
4490,4596,BOL00186,Powered-45b8ebff-b9cd-63af-e39c-83b54fa42129,36.15815,-86.784051,244.6259629214206,,,
4492,487,BOL00189,Powered-2de61e23-3ed4-30e1-5bb4-6d43f4290caf,36.158201,-86.783964,137.73131189991196,,,
4493,4596,BOL00187,Powered-cd8f9965-7978-b304-de96-a96edc077e96,36.158173,-86.784072,246.11189086347014,,,
4495,4418,BOL00234,Powered-5b3663da-41b5-b037-11f8-7b5df26693f6,36.166015,-86.781817,194.92948244630898,,,
4499,4596,BOL00243,Powered-cd8f9965-7978-b304-de96-a96edc077e96,,,,36.157811,-86.783941,214.84302809183052
4502,487,BOL00298,Powered-45b8ebff-b9cd-63af-e39c-83b54fa42129,,,,36.157974,-86.783774,158.41933311187253
4503,487,BOL00299,Powered-2de61e23-3ed4-30e1-5bb4-6d43f4290caf,,,,36.157892,-86.783658,176.3492114486127
4504,487,BOL00306,Powered-2de61e23-3ed4-30e1-5bb4-6d43f4290caf,36.158272,-86.783828,90.50886359630495,,,
4505,487,BOL00307,Powered-45b8ebff-b9cd-63af-e39c-83b54fa42129,36.15821,-86.783767,87.00681786231985,,,
4506,4188,BOL00264,Powered-8579475f-3a34-385b-1509-62401485774b,,,,36.162078,-86.774206,164.77319733073236
4508,4188,BOL00265,Powered-94470d4c-c4bc-6967-b2a5-74c0bb95330f,,,,36.16207,-86.77422,166.33502299990303
4510,487,BOL00137,Powered-351f0ff9-4f2c-73f2-c321-8985dc336044,36.158501,-86.783276,93.14638107896072,,,
4511,487,BOL00140,Powered-41d70d7d-7a93-d2b3-4346-9d3e9c9cd06d,,,,36.158469,-86.78333,73.46547782009183
4512,4188,BOL00053,Powered-cd8f9965-7978-b304-de96-a96edc077e96,,,,36.162325,-86.774023,205.48340255605203
4514,4596,BOL00093,Powered-a50a4f56-c3e1-102e-3095-1a3f1b5c84db,36.157906,-86.784143,170.08456905333858,,,
4516,4596,BOL00095,Powered-a50a4f56-c3e1-102e-3095-1a3f1b5c84db,,,,36.157847,-86.78422,140.23597224637757
4517,487,BOL00112,Powered-2ddd8d63-d80c-952e-f4e1-f088b963fd4a,36.158271,-86.783954,125.77972621238597,,,
4518,487,BOL00122,Powered-66d5f475-92b9-8c68-cbb1-4056cfa59725,36.158191,-86.78407,167.75783875727862,,,
4519,4596,BOL00140,Powered-66d5f475-92b9-8c68-cbb1-4056cfa59725,,,,36.158181,-86.784081,246.3869645345652
4522,4596,BOL00141,Powered-2ddd8d63-d80c-952e-f4e1-f088b963fd4a,,,,36.15817,-86.784119,235.84050174313768
4526,487,BOL00147,Powered-5a788edf-f94b-9428-d282-07d97092e7ac,36.158182,-86.784013,153.76005285770657,,,
4527,487,BOL00148,Powered-4f07cd3d-1994-4e53-2c82-aacdf4cfde42,36.158209,-86.784024,152.7145869370864,,,
4528,4188,BOL00206,Powered-d75747ba-e545-ad2b-407f-263fae05f079,,,,36.162332,-86.77407,213.3582359325561
4529,487,BOL00176,Powered-0479bb84-afbd-0426-f1c4-df628542a88c,36.158485,-86.783514,44.35267279872315,,,
4530,4188,BOL00321,Powered-c5b50ba5-9b90-b572-d0cb-4358bb925665,,,,36.162282,-86.773982,186.47929971491064
4531,4418,BOL00319,Powered-5b3663da-41b5-b037-11f8-7b5df26693f6,,,,36.165938,-86.781695,229.39909393845144
4534,4188,BOL00320,Powered-77eba7be-3a90-566a-c61b-afcaaa34d4c9,,,,36.162242,-86.773991,173.8571644464725
4535,4188,BOL00326,Powered-ad848b2c-78b0-f2f0-9deb-e2d17757c021,,,,36.162251,-86.774023,180.68997921990012
4536,487,BOL00330,Powered-2de61e23-3ed4-30e1-5bb4-6d43f4290caf,,,,36.157976,-86.783871,172.00593369878283
4537,487,BOL00331,Powered-6b5364b3-4ab6-869a-e1b6-5de1c9407a51,,,,36.157993,-86.783783,153.37836315770105
4538,487,BOL00351,Powered-8b75029d-3a17-ab25-9ca3-4cc4511f6622,,,,36.15807,-86.783631,111.10822533290946
4539,4188,BOL00022,Powered-fe10870b-b1b6-6156-2012-5bd5961d048c,,,,36.162086,-86.774486,236.9203981574099
4540,4596,BOL00263,Powered-47ee5051-3b34-41e1-3604-3a37ff189732,,,,36.157459,-86.785187,178.38278309430427
4541,4596,BOL00299,Powered-db55c264-5b88-9965-17d8-2d901f1572b8,36.157335,-86.784494,137.97176797193754,,,
4542,4596,BOL00300,Powered-85a6c6d7-401c-b02b-8529-ad4c55f94deb,36.157095,-86.785023,243.02753589278055,,,
4543,4596,BOL00222,Powered-4f07cd3d-1994-4e53-2c82-aacdf4cfde42,,,,36.158053,-86.783985,237.68329990287233
4545,487,BOL00221,Powered-5a788edf-f94b-9428-d282-07d97092e7ac,,,,36.158284,-86.784068,157.39112243726956
4546,487,BOL00334,Powered-7efceaed-8630-d06a-d0f5-6446f3e678ff,36.158221,-86.783934,126.60947721529047,,,
4547,487,BOL00335,Powered-cd8f9965-7978-b304-de96-a96edc077e96,36.158214,-86.784066,163.63059527783258,,,
4548,4188,BOL00163,Powered-d8bd4ead-fa43-c56c-a6a5-159fd1dfd57f,36.161502,-86.773775,109.98897573224139,,,
4549,4596,BOL00181,Powered-cd8f9965-7978-b304-de96-a96edc077e96,,,,36.158151,-86.784037,247.8908534222373
4553,4596,BOL00191,Powered-cd8f9965-7978-b304-de96-a96edc077e96,,,,36.158137,-86.784058,239.8734942908145
4557,4596,BOL00231,Powered-b20607e5-d45e-0d57-6600-2531b09c6e5f,36.157432,-86.784452,111.47598050397694,,,
4558,4596,BOL00230,Powered-8cf29b3e-0ec9-dea2-0ee2-1a0d6cbbd7c5,36.157392,-86.784535,114.35346916251464,,,
4559,487,BOL00283,Powered-9285726f-0ea1-957d-f81f-b8a225901f99,36.158209,-86.78406,162.60232630639666,,,
4560,487,BOL00282,Powered-0ef64718-9c36-353e-8bf0-39719364d924,36.158237,-86.784015,146.66063814664878,,,
4561,487,BOL00384,Powered-0479bb84-afbd-0426-f1c4-df628542a88c,36.158531,-86.783305,92.72689123820685,,,
4562,4596,BOL00347,Powered-66d5f475-92b9-8c68-cbb1-4056cfa59725,,,,36.15775,-86.784425,70.99395353905847
4563,487,BOL00354,Powered-839c5644-9e5e-8224-4103-234b516a0b5d,36.158013,-86.783521,129.1018977148363,,,
4564,487,BOL00353,Powered-89546864-4822-5b58-31b5-80cd06366f60,36.157997,-86.783532,134.81363926064176,,,
4565,4188,BOL00056,Powered-94470d4c-c4bc-6967-b2a5-74c0bb95330f,,,,36.16114,-86.77387,244.18950855411936
4566,487,BOL00373,Powered-0479bb84-afbd-0426-f1c4-df628542a88c,,,,36.158417,-86.783518,20.14251888546548
4567,4596,BOL00648,Powered-3c096a24-c7ce-0c6b-f380-301ef2d96de6,36.157353,-86.784484,132.89725635601158,,,
4568,4596,BOL00391,Powered-db55c264-5b88-9965-17d8-2d901f1572b8,36.157316,-86.784266,178.18019351208963,,,
4569,4596,BOL00390,Powered-b8f579ee-5454-ca0a-4b4e-8dbed79238ea,36.157221,-86.784237,210.85658219270564,,,
4570,4596,BOL00510,Powered-b20607e5-d45e-0d57-6600-2531b09c6e5f,,,,36.157468,-86.784146,170.33382341892266
4571,487,BOL00521,Powered-9285726f-0ea1-957d-f81f-b8a225901f99,,,,36.158004,-86.78388,165.2158432435821
4573,4596,BOL00520,Powered-7efceaed-8630-d06a-d0f5-6446f3e678ff,36.158244,-86.78422,239.4096435757392,,,
4576,487,BOL00447,Powered-0479bb84-afbd-0426-f1c4-df628542a88c,,,,36.158557,-86.783266,107.6388766634933
4577,4596,BOL00469,Powered-b8f579ee-5454-ca0a-4b4e-8dbed79238ea,,,,36.157578,-86.784318,107.19130578190082
4578,487,BOL00543,Powered-7efceaed-8630-d06a-d0f5-6446f3e678ff,,,,36.158263,-86.784062,157.3103802497993
4579,4188,BOL00126,Powered-a31e04a0-8105-576f-1478-751e04928df7,36.161924,-86.774094,107.13855720868537,,,
4580,4422,BOL00056,Powered-6b5364b3-4ab6-869a-e1b6-5de1c9407a51,,,,36.166864,-86.780937,158.72354160743
4583,487,BOL00388,Powered-2cfceb04-cec8-ec67-e463-9f7409b4c1fd,36.15819,-86.783898,122.59024103640301,,,
4584,487,BOL00389,Powered-4aede0e0-a137-ca41-680e-c9c6b8a54fa9,36.158122,-86.783931,144.7901295841086,,,
4585,4596,BOL00480,Powered-2cfceb04-cec8-ec67-e463-9f7409b4c1fd,,,,36.158189,-86.784113,242.20497671869742
4587,487,BOL00276,Powered-2ddd8d63-d80c-952e-f4e1-f088b963fd4a,,,,36.158222,-86.784043,156.26004095851798
4588,487,BOL00277,Powered-0ef64718-9c36-353e-8bf0-39719364d924,,,,36.158282,-86.784042,150.01916248552803
4589,487,BOL00287,Powered-b8f579ee-5454-ca0a-4b4e-8dbed79238ea,36.158298,-86.784169,185.9639609716099,,,
4590,4188,BOL00299,Powered-3f96d5ba-532d-b868-6fb4-a07ebd53744d,,,,36.162075,-86.774455,226.94301154233506
4591,4188,BOL00717,Powered-6b5ac4d3-4058-404f-af0b-01d9a6e7562b,,,,36.16203,-86.774479,226.81702756421961
4592,4596,BOL00640,Powered-db55c264-5b88-9965-17d8-2d901f1572b8,,,,36.15771,-86.784562,28.09506484105398
4593,4188,BOL00727,Powered-94470d4c-c4bc-6967-b2a5-74c0bb95330f,36.162087,-86.774451,227.8445810401794,,,
4594,4188,BOL00728,Powered-eaf4a623-16fd-bc01-ffae-dc41cc2ba054,36.162083,-86.774434,222.7185548989136,,,
4595,4188,BOL00729,Powered-6411c907-be21-0f02-210a-db4e638b5382,36.161976,-86.774424,204.8903935776706,,,
4596,4188,BOL00824,Powered-17bf864f-72d0-d3a2-9100-ba94bcd9adfb,36.161522,-86.77302,241.9305080306976,,,
4597,4188,BOL00945,Powered-f43cbe8c-3a9a-72d2-f9ea-b4177dcf94bf,36.16213,-86.774461,237.95519301672724,,,
4598,4418,BOL00910,Powered-a24159ed-fa89-4e9b-1260-0d87de3bd542,36.166466,-86.781233,197.3092169418168,,,
4604,4596,BOL00952,Powered-3c096a24-c7ce-0c6b-f380-301ef2d96de6,,,,36.157686,-86.784633,6.3624581387412595
4605,4596,BOL00136,Powered-ee5f5f65-49f1-bdc9-b7ef-5fe6a97bed4d,36.157663,-86.784649,9.970629206335868,,,
4606,4596,BOL00135,Powered-0479bb84-afbd-0426-f1c4-df628542a88c,36.157746,-86.784427,69.99248461591085,,,
4607,4596,BOL00162,Powered-ee5f5f65-49f1-bdc9-b7ef-5fe6a97bed4d,,,,36.157698,-86.784654,2.9217819472749347
4608,4596,BOL00163,Powered-0479bb84-afbd-0426-f1c4-df628542a88c,,,,36.157757,-86.784476,57.91219327891511
4609,4422,BOL00291,Powered-2923f3cd-568f-b703-49e9-4da763a1ba71,36.166514,-86.780598,187.28759082076436,,,
4610,4422,BOL00312,Powered-2923f3cd-568f-b703-49e9-4da763a1ba71,,,,36.166347,-86.78057,203.4137256618827
4611,4592,BOL00386,Powered-ea3da6cc-2c88-644b-f3c8-0a42d5eb1c66,36.138874,-86.800855,90.48696171666366,,,
4613,4592,BOL00387,Powered-ea3da6cc-2c88-644b-f3c8-0a42d5eb1c66,,,,36.138717,-86.800915,83.3331462386796
4615,487,BOL00256,Powered-67373288-545c-1099-ac11-b40018c553b2,36.158322,-86.78308,137.76339380563962,,,
4616,487,BOL00186,Powered-ad46308d-7790-bb78-24f6-a084612931db,,,,36.158367,-86.782833,209.6578080279555
4617,4592,BOL00145,Powered-47ee5051-3b34-41e1-3604-3a37ff189732,36.138519,-86.800575,69.34426878311594,,,
4619,4188,BOL00121,Powered-eae8ffc3-80e2-ea02-1953-75feb4aee731,36.161578,-86.773991,106.17203054051026,,,
4620,4418,BOL00157,Powered-7dcc7640-2bff-a350-f7f9-132af32b431b,36.166587,-86.78142,140.8894139228344,,,
4626,4616,BOL00361,Powered-b56d6546-1af8-84dc-e22c-6072f3855ca9,,,,36.168183,-86.786296,183.92883098339655
4627,4616,BOL00362,Powered-55db5b6b-8d30-d46d-c440-9b9fa0b1816d,,,,36.168184,-86.786308,181.1884213233905
4628,4616,BOL00318,Powered-55db5b6b-8d30-d46d-c440-9b9fa0b1816d,36.168157,-86.786311,187.7985058735102,,,
4629,4616,BOL00317,Powered-b56d6546-1af8-84dc-e22c-6072f3855ca9,36.16819,-86.786307,179.82967470705557,,,
4630,487,BOL00478,Powered-11c91768-0a7c-824a-72aa-806f7208e428,,,,36.158451,-86.782805,220.1140734768986
4631,4596,BOL00481,Powered-3ce57605-2327-c343-629c-12f1e3cefc16,36.158153,-86.78408,239.25557684535394,,,
4633,487,BOL00022,Powered-09c75f98-6492-9d35-12e4-c5649cebf403,36.158191,-86.783373,81.40993565490359,,,
4634,487,BOL00169,Powered-fe3377d6-5d33-4902-dbc5-d7165616b48d,,,,36.158402,-86.782741,237.15086765489187
4636,487,BOL00171,Powered-839c5644-9e5e-8224-4103-234b516a0b5d,,,,36.158595,-86.782889,210.47476297976377
4637,487,BOL00176,Powered-fe3377d6-5d33-4902-dbc5-d7165616b48d,,,,36.158448,-86.782766,231.36062616912253
4638,487,BOL00124,Powered-14f91c47-4059-a674-13a6-4a7b2ece2cbd,,,,36.158047,-86.783317,134.3661016753893
4639,487,BOL00062,Powered-3ce57605-2327-c343-629c-12f1e3cefc16,36.158086,-86.783299,125.20754100486826,,,
4640,487,BOL00063,Powered-14f91c47-4059-a674-13a6-4a7b2ece2cbd,36.15812,-86.783256,123.62964680988266,,,
4641,4596,BOL00140,Powered-70d05e50-145e-3ffa-7cf2-a8114f5ed908,36.157553,-86.784529,62.14668036966871,,,
4642,4422,BOL00189,Powered-cc5a6e2f-d3b7-2cfd-b58f-4f95923529f2,36.167061,-86.781257,204.6471147964241,,,
4645,487,BOL00240,Powered-3ce57605-2327-c343-629c-12f1e3cefc16,,,,36.158092,-86.783338,117.06466708384008
4646,4596,BOL00071,Powered-70d05e50-145e-3ffa-7cf2-a8114f5ed908,,,,36.157284,-86.784329,176.55492098115403
4647,487,BOL00423,Powered-2d8ecfea-d94a-9574-36f7-27d50dc9a7a4,,,,36.158294,-86.783956,124.30262725001529
4648,487,BOL00421,Powered-fac7c969-28e1-b09d-8fb4-1c3b68676d28,,,,36.157991,-86.783609,138.29321837496857
4649,4596,BOL00117,Powered-e5087b28-1c95-ce39-22cc-284380c1316e,36.157769,-86.784293,110.29224768230654,,,
4650,4596,BOL00116,Powered-a09d73c3-4980-5d69-b03e-a4dcaa3bbb10,36.157784,-86.784442,71.32085680306774,,,
4651,4425,BOL00176,Powered-d0d7108a-3360-9bf4-c9fc-51a5847cdbcf,36.167362,-86.781595,222.72399187794375,,,
4653,4188,BOL00178,Powered-c5b0d262-ab84-f369-58f8-ad26f09d7cfb,36.161636,-86.773638,71.26403891953251,,,
4654,4596,BOL00207,Powered-e5087b28-1c95-ce39-22cc-284380c1316e,,,,36.157781,-86.78433,101.1565370201353
4656,4596,BOL00208,Powered-a09d73c3-4980-5d69-b03e-a4dcaa3bbb10,,,,36.157752,-86.784234,125.90233383564836
4658,4418,BOL00249,Powered-a4397c89-16ef-e951-4c79-481d3677107e,36.166688,-86.782421,163.64663943954358,,,
4661,487,BOL00308,Powered-42343fcc-da6a-eac1-ab22-e6e31e320faf,36.158479,-86.783414,56.32690614326337,,,
4662,487,BOL00149,Powered-42343fcc-da6a-eac1-ab22-e6e31e320faf,,,,36.158413,-86.783533,17.469246060234425
4663,4596,BOL00161,Powered-e5087b28-1c95-ce39-22cc-284380c1316e,,,,36.15777,-86.784454,65.81666474061439
4664,4188,BOL00272,Powered-e46ee111-ae0d-56ef-7b4a-c21551bb69dd,36.162063,-86.773901,103.30912885883735,,,
4665,4596,BOL00262,Powered-9e67babe-2d80-cc5d-037e-439e8ad79117,36.157638,-86.784345,93.0759414718637,,,
4666,487,BOL00335,Powered-2d8ecfea-d94a-9574-36f7-27d50dc9a7a4,36.158219,-86.783739,78.66857660867515,,,
4667,487,BOL00336,Powered-fac7c969-28e1-b09d-8fb4-1c3b68676d28,36.158229,-86.783735,75.33703506886688,,,
4668,114,BOL00418,Powered-c18df888-c8cf-2766-ffda-2e0808361ffe,36.150883,-86.798894,75.02648949759062,,,
4669,114,BOL00417,Powered-2cfdbb5b-85d4-47c1-8cbe-2859c2cceff9,36.150892,-86.798877,74.92042135551803,,,
4670,4188,BOL00438,Powered-0479bb84-afbd-0426-f1c4-df628542a88c,36.162389,-86.774007,225.7899282520364,,,
4671,4188,BOL00009,Powered-2c5ba835-3f98-7a9e-6018-e9b8ac0fee38,36.16216,-86.774017,150.3643125134936,,,
4672,4188,BOL00010,Powered-0479bb84-afbd-0426-f1c4-df628542a88c,36.162298,-86.774012,195.12544293751236,,,
4673,4188,BOL00446,Powered-2c5ba835-3f98-7a9e-6018-e9b8ac0fee38,36.162336,-86.774042,211.333355143289,,,
4674,4188,BOL00485,Powered-0479bb84-afbd-0426-f1c4-df628542a88c,,,,36.162353,-86.77398,210.81716871293665
4675,4188,BOL00484,Powered-2c5ba835-3f98-7a9e-6018-e9b8ac0fee38,,,,36.162334,-86.774068,213.77113642968604
4676,487,BOL00153,Powered-7a15e49f-aab2-5d6f-c315-fdda7cc567be,36.158387,-86.783282,77.63750914175556,,,
4677,487,BOL00154,Powered-49a6cda6-f974-ac5d-8bb0-492422ae60d6,36.158301,-86.78348,30.32688827038824,,,
4678,487,BOL00213,Powered-7a15e49f-aab2-5d6f-c315-fdda7cc567be,,,,36.158202,-86.783978,141.2998039640796
4679,487,BOL00173,Powered-49a6cda6-f974-ac5d-8bb0-492422ae60d6,,,,36.157937,-86.783741,167.1028157513235
4680,4418,BOL00393,Powered-3756b3aa-e53a-3cda-4cba-987c90130f42,36.165984,-86.782061,210.654866648862,,,
4683,4188,BOL00379,Powered-bd5b465a-ab61-3988-0085-f7e0bd54795b,,,,36.162094,-86.774209,169.08590275304266
4684,4188,BOL00380,Powered-e752591e-fd6b-15f7-2b99-f0298cd2844b,,,,36.162115,-86.774097,150.61095702941188
4685,4188,BOL00026,Powered-e752591e-fd6b-15f7-2b99-f0298cd2844b,36.162026,-86.774107,130.08421204609712,,,
4686,4188,BOL00025,Powered-bd5b465a-ab61-3988-0085-f7e0bd54795b,36.162094,-86.774083,142.12146821526144,,,
4687,4188,BOL00086,Powered-56562942-7837-0eda-eeba-e7a3141ac89c,36.161989,-86.773949,87.3075800174741,,,
4688,4188,BOL00333,Powered-6a49585e-1405-b178-8c3c-cae436b99fcb,,,,36.161299,-86.773465,203.9698295164766
4689,4188,BOL00332,Powered-ed1e8473-41b9-bb30-2a36-ffb27531535b,,,,36.161304,-86.773461,202.83841000460268
4690,4188,BOL00380,Powered-87c5802f-2cda-82e6-e452-128a1c5d32f5,,,,36.161298,-86.773394,214.13955692586742
4691,4188,BOL00381,Powered-6f6a0b27-217f-47d4-ae10-d395d16f3737,,,,36.161198,-86.773664,222.87971589112703
4692,487,BOL00257,Powered-2a04f396-1a1e-7ced-05ae-cacb5785ad47,36.158996,-86.783279,242.99741222486924,,,
4693,4596,BOL00411,Powered-9e67babe-2d80-cc5d-037e-439e8ad79117,,,,36.157349,-86.784153,193.22541226445844
4694,487,BOL00495,Powered-d0771454-551d-9be4-5f1b-18ab34553f98,36.158139,-86.783975,151.74235951724688,,,
4695,4592,BOL00513,Powered-8a086751-8528-1a41-482c-c0b43c247859,,,,36.138826,-86.800163,145.72374469477154
4697,4188,BOL00067,Powered-a5a09c23-745d-09fc-b18e-cb2d27755b22,36.162336,-86.773957,202.89454421416787,,,
4698,4418,BOL00096,Powered-b4f7568b-a971-fe1a-dfe9-ad97c0a1ec21,36.16622,-86.781386,191.34309055015493,,,
4704,4188,BOL00175,Powered-a5a09c23-745d-09fc-b18e-cb2d27755b22,,,,36.162312,-86.773718,186.37131854202138
4705,4188,BOL00061,Powered-a6fc599f-14cc-4d4f-be1b-329350724630,36.161866,-86.774181,125.3823843387962,,,
4706,4418,BOL00306,Powered-2a04f396-1a1e-7ced-05ae-cacb5785ad47,,,,36.166407,-86.78235,143.31025996337127
4709,114,BOL00200,Powered-f3d0b1ac-5a4a-083d-4939-10b7472089dc,36.151313,-86.798885,100.39529645246559,,,
4710,4422,BOL00001,Powered-d75747ba-e545-ad2b-407f-263fae05f079,,,,36.166397,-86.780774,140.5637287093149
4713,114,BOL00048,Powered-5feabefb-3dbb-017a-f3d7-be2f2935ae1d,,,,36.151409,-86.798998,127.27837377671202
4714,114,BOL00036,Powered-d0ce22ca-e941-4fd6-55f2-d4eb9d187d22,36.151495,-86.798786,172.99473707485595,,,
4715,4188,BOL00039,Powered-912e704f-b9f8-ae2c-09f2-6cf66ab468a8,36.162005,-86.774548,242.94064268168302,,,
4716,114,BOL00427,Powered-41002003-77ba-a3d5-e65e-2eb21ed910f3,36.151443,-86.79877,157.93524599030962,,,
4717,4425,BOL00007,Powered-4820bbcf-520e-cfe9-b486-b24182a6874e,36.167348,-86.781606,218.52043121603197,,,
4719,4188,BOL00125,Powered-0555d61d-1c59-4219-edf3-0f00e286629a,,,,36.162103,-86.774453,231.0825346420526
4720,4429,BOL00383,Powered-cf24f977-fc98-c3ad-18d0-680c29206ad5,36.165819,-86.781946,162.64057796300523,,,
4721,4188,BOL00052,Powered-0555d61d-1c59-4219-edf3-0f00e286629a,36.162085,-86.774488,237.29244147983448,,,
4722,4596,BOL00110,Powered-56562942-7837-0eda-eeba-e7a3141ac89c,36.157593,-86.784886,77.04061806851205,,,
4723,487,BOL00152,Powered-87c5802f-2cda-82e6-e452-128a1c5d32f5,36.158905,-86.783712,202.99271358914902,,,
4724,4188,BOL00156,Powered-4820bbcf-520e-cfe9-b486-b24182a6874e,36.161151,-86.773508,249.7143479677219,,,
4725,487,BOL00064,Powered-925a5ca1-181b-77ed-645d-08322d0f79a7,36.158728,-86.783248,158.42360214135675,,,
4726,487,BOL00062,Powered-f43cbe8c-3a9a-72d2-f9ea-b4177dcf94bf,36.158115,-86.783204,135.8502299393475,,,
4727,487,BOL00061,Powered-c18df888-c8cf-2766-ffda-2e0808361ffe,36.158095,-86.783186,144.70773422446655,,,
4728,4422,BOL00067,Powered-751e19ec-b697-a51f-04ea-0bf9a2e125c9,36.166414,-86.780617,184.38386606518952,,,
4729,4418,BOL00115,Powered-9b942490-2f2e-7cee-7c69-b7495140fe7e,,,,36.165942,-86.782003,222.51957180923074
4732,487,BOL00110,Powered-87c5802f-2cda-82e6-e452-128a1c5d32f5,,,,36.158934,-86.783742,215.50618341314288
4733,4188,BOL00066,Powered-47ee5051-3b34-41e1-3604-3a37ff189732,36.16206,-86.77453,244.86446920499333,,,
4734,4422,BOL00219,Powered-751e19ec-b697-a51f-04ea-0bf9a2e125c9,,,,36.166393,-86.780573,198.55601337368287
4735,487,BOL00019,Powered-ec429e81-4e77-5ee5-1f97-36072a62eb5f,,,,36.158502,-86.783186,116.66741592281288
4736,4596,BOL00131,Powered-f3f06310-3fe2-fc1d-3380-b14ddef35780,,,,36.158004,-86.783909,247.81622846024965
4740,4188,BOL00090,Powered-47ee5051-3b34-41e1-3604-3a37ff189732,36.162,-86.774567,247.7478436471326,,,
4741,487,BOL00117,Powered-6c189807-63b1-0749-bc6c-90840328bc8f,36.15791,-86.783842,188.30257728452247,,,
4742,487,BOL00176,Powered-f43cbe8c-3a9a-72d2-f9ea-b4177dcf94bf,,,,36.15825,-86.783604,45.91179966618205
4743,4596,BOL00175,Powered-f3f06310-3fe2-fc1d-3380-b14ddef35780,,,,36.157881,-86.783985,209.2443399778732
4745,4188,BOL00060,Powered-9550ba58-b099-8a8a-0843-86b975a96bda,36.162219,-86.773943,160.93641393035458,,,
4746,4596,BOL00104,Powered-3da61b5b-255c-0a2d-25d5-25f44e2aff7c,,,,36.157687,-86.784679,7.4529643343083745
4747,4596,BOL00076,Powered-3da61b5b-255c-0a2d-25d5-25f44e2aff7c,36.157678,-86.784717,19.08737533081792,,,
4748,487,BOL00252,Powered-c18df888-c8cf-2766-ffda-2e0808361ffe,,,,36.158209,-86.783343,82.46722466428342
4749,4422,BOL00047,Powered-cd8f9965-7978-b304-de96-a96edc077e96,36.166262,-86.780772,161.5384422149968,,,
4750,487,BOL00029,Powered-f4909631-d138-c9ee-cbec-8efc5568b77d,36.158913,-86.783721,206.48219961618258,,,
4751,4596,BOL00056,Powered-a5530bc9-d4c0-7ad4-7e21-87bcca195865,,,,36.157964,-86.783999,217.53040530174226
4753,125,BOL00121,Powered-911cfc8e-a202-534e-0e9e-9b79d4baa259,,,,36.143682,-86.799733,222.50995363894225
4755,487,BOL00181,Powered-5373f449-eeaf-d726-25f5-deda9fd73aef,,,,36.157972,-86.783668,148.4707122587482
4756,4616,GOT102,Powered2113,36.16850433333333,-86.78597616666667,224.40667861833884,,,
4757,4596,GOT29,Powered426,36.157751,-86.78464283333335,22.520615304945327,,,
4758,487,GOT45,Powered638,36.158058333333344,-86.78365883333333,117.35813287681762,,,
4759,4249,GOT1,Powered2091,36.149693,-86.799982,176.08541079146923,,,
4760,487,GOT53,Powered638,,,,36.158066,-86.783759,126.58704011930617
4762,4616,GOT5,Powered2158,36.168498,-86.78604616666667,203.96720114737158,,,
4763,4616,GOT6,Powered2158,,,,36.168486,-86.786037,207.0337897103387
4764,4188,GOT27,Powered1618,36.16209084,-86.7744014,215.60618120776599,,,
4765,4188,GOT28,Powered1981,,,,36.161961,-86.773848,62.913147174329374
4766,4188,GOT37,Powered1618,,,,36.16198,-86.774352,185.31541232646012
4767,487,GOT40,Powered638,,,,36.15832,-86.783728,56.798859284857144
4769,487,GOT38,Powered638,,,,36.15832,-86.783728,56.798859284857144
4771,487,GOT47,Powered1576,36.15824716666667,-86.78404533333334,154.07089006822497,,,
