,Bus Stop,Trip ID,Scooter ID,EndLat,EndLong,End To Bus,StartLat,StartLong,Start to Bus
14442,4188,LFT799,Powered583424,36.16203,-86.77448,227.091513482531,,,
14443,4188,LFT802,Powered069817,36.16207,-86.7745,238.19029819358508,,,
14444,4188,LFT803,Powered590962,,,,36.16194,-86.77406,100.86055288254131
14446,4188,LFT806,Powered358549,36.16199,-86.77442,205.41170512664013,,,
14447,4418,LFT836,Powered437467,,,,36.16615,-86.78237,201.06329586633203
14453,487,LFT848,Powered788445,,,,36.15805,-86.78366,120.37272782653295
14454,4188,LFT19,Powered505342,36.16194,-86.77441,197.2291932838675,,,
14455,4422,LFT53,Powered129489,,,,36.16631,-86.78047,235.534974742906
14456,4188,LFT149,Powered101894,36.162,-86.77409,120.30600946340141,,,
14457,4418,LFT173,Powered790946,36.16606,-86.78185,177.62925849344387,,,
14461,114,LFT182,Powered254207,36.15139,-86.79874,145.96270680340263,,,
14462,4418,LFT197,Powered790946,,,,36.166,-86.78177,202.42980173756155
14466,114,LFT226,Powered254207,,,,36.15142,-86.79868,165.23886840069403
14467,114,LFT303,Powered472008,,,,36.1512,-86.79946,139.06052243495412
14468,114,LFT304,Powered191626,,,,36.15124,-86.79942,134.60806228974945
14469,4422,LFT557,Powered663473,,,,36.16648,-86.7804,245.72674299587953
14470,4418,LFT733,Powered423885,36.1669,-86.78215,149.87679378200585,,,
14475,4188,LFT746,Powered966229,36.1613,-86.7736,189.89030275439072,,,
14476,4188,LFT748,Powered743521,36.16126,-86.77359,204.77159007013174,,,
14477,114,LFT749,Powered791236,36.15121,-86.79947,143.15817445030999,,,
14478,114,LFT751,Powered656430,36.15122,-86.79945,139.20463033294772,,,
14479,4188,LFT795,Powered560287,36.16121,-86.77359,222.50353797365025,,,
14480,4422,LFT844,Powered835960,,,,36.16682,-86.78092,148.6287252597348
14483,114,LFT1122,Powered656430,,,,36.15117,-86.79945,132.62935108576332
14484,4429,LFT47,Powered185085,,,,36.16584,-86.7818,154.0816539550846
14485,4188,LFT79,Powered136310,36.16201,-86.77439,199.7397051847572,,,
14486,4188,LFT152,Powered644371,36.16137,-86.7733,208.91884793997198,,,
14487,4249,LFT220,Powered321410,,,,36.14949,-86.80072,58.09847753322751
14488,4188,LFT332,Powered238934,36.16201,-86.77449,227.3064920267568,,,
14489,4616,LFT464,Powered478023,36.16869,-86.78612,189.70293895992552,,,
14490,4616,LFT465,Powered054136,36.16869,-86.78612,189.70293895992552,,,
14491,4592,LFT542,Powered336160,,,,36.1387,-86.7999,216.20175823037468
14495,4616,LFT545,Powered054136,,,,36.16868,-86.78619,168.90685371612668
14496,4592,LFT632,Powered336160,,,,36.13875,-86.8005,42.819677515907074
14498,114,LFT642,Powered412670,,,,36.15156,-86.79868,208.14992282704276
14499,4188,LFT758,Powered406954,36.16208,-86.77408,137.7376630662556,,,
14500,4188,LFT759,Powered228472,36.16208,-86.7741,141.80584427171667,,,
14501,487,LFT831,Powered478023,36.15813,-86.7836,87.76014030899708,,,
14502,487,LFT837,Powered934974,36.15814,-86.78358,83.22018002467432,,,
14503,4616,LFT861,Powered320868,,,,36.169,-86.78674,168.0066013515899
14504,4592,LFT871,Powered336160,36.13876,-86.80007,167.3570853484008,,,
14506,4592,LFT874,Powered416135,36.13876,-86.80009,161.50555323205836,,,
14508,4592,LFT875,Powered179360,36.13876,-86.80012,152.73510467899365,,,
14510,487,LFT877,Powered233573,36.15812,-86.78354,89.85253702749044,,,
14511,4188,LFT1113,Powered673353,,,,36.16124,-86.77385,207.2144794528221
14513,487,LFT913,Powered629248,36.15826,-86.78396,128.6328043206477,,,
14514,487,LFT914,Powered986329,36.15824,-86.78399,139.33382052714617,,,
14515,487,LFT947,Powered986329,,,,36.15816,-86.78395,141.39788433926117
14516,4188,LFT1112,Powered535797,36.16193,-86.77414,120.45232830072275,,,
14517,487,LFT1166,Powered233573,,,,36.15815,-86.78358,79.59915154094705
14518,487,LFT1167,Powered478023,,,,36.15811,-86.78358,94.09773567265646
14519,4188,LFT1331,Powered392189,,,,36.16116,-86.7736,239.70616625582159
14521,4188,LFT1330,Powered392189,,,,36.16116,-86.7736,239.70616625582159
14523,4592,LFT1405,Powered788506,36.13841,-86.80043,122.62229989880764,,,
14525,4592,LFT1406,Powered737397,36.13841,-86.80048,116.13653048331685,,,
14527,487,LFT1483,Powered209729,36.15819,-86.78402,154.38000801473427,,,
14528,4596,LFT1500,Powered024564,36.15752,-86.78496,109.53052554338062,,,
14529,4592,LFT72,Powered883367,36.13845,-86.80074,97.64236140509637,,,
14531,4422,LFT1560,Powered815197,36.16622,-86.78111,108.84694287578513,,,
14535,114,LFT1653,Powered801172,36.15129,-86.7992,98.9016414765818,,,
14536,487,LFT1686,Powered209729,,,,36.15821,-86.78401,148.75615822602143
14537,4596,LFT81,Powered886658,36.15766,-86.78501,105.5473465188301,,,
14538,4592,LFT99,Powered883367,,,,36.13835,-86.80051,133.93084218505507
14540,487,LFT180,Powered067374,,,,36.15835,-86.78306,142.8400243277552
14541,114,LFT187,Powered801172,,,,36.15139,-86.79922,133.72375255879254
14542,4188,LFT242,Powered156994,36.16196,-86.77413,122.4677656728445,,,
14543,4188,LFT308,Powered672712,36.1622,-86.77399,159.69736732433094,,,
14544,487,LFT317,Powered249442,,,,36.15824,-86.78394,125.5117989109721
14546,487,LFT381,Powered282634,,,,36.15826,-86.78391,114.65842732008912
14547,4188,LFT392,Powered156994,,,,36.16204,-86.77415,143.22654686543137
14548,4188,LFT409,Powered039212,36.16157,-86.7742,154.41919698542495,,,
14549,487,LFT438,Powered249442,,,,36.15817,-86.78386,117.50302336912343
14551,4188,LFT549,Powered039212,,,,36.16164,-86.7741,115.83707632026334
14552,4188,LFT569,Powered623129,36.16141,-86.77312,237.80033666846205,,,
14553,487,LFT649,Powered439681,,,,36.15826,-86.78394,123.02150007615757
14554,487,LFT651,Powered878815,,,,36.15819,-86.78384,108.39859040272583
14555,487,LFT802,Powered249442,,,,36.15793,-86.78378,173.77970794482601
14556,4188,LFT862,Powered392681,,,,36.16163,-86.77409,115.27834766110021
14557,487,LFT855,Powered584314,36.15818,-86.78399,148.0234563513643,,,
14558,4596,LFT1076,Powered644178,36.15767,-86.7842,134.07441714519842,,,
14559,4596,LFT1077,Powered238934,36.15766,-86.78417,143.14163991748998,,,
14560,487,LFT1191,Powered656026,36.15819,-86.78405,162.4647970960759,,,
14561,487,LFT1288,Powered656026,,,,36.15822,-86.78406,161.22943970319645
14562,4188,LFT49,Powered375271,,,,36.16227,-86.77394,178.36551332441317
14563,4596,LFT1541,Powered487126,,,,36.1579,-86.78395,221.3097903286088
14567,4188,LFT363,Powered302322,36.1612,-86.77364,223.19576270976418,,,
14568,4188,LFT364,Powered089301,36.1612,-86.77362,224.22956596773187,,,
14569,4596,LFT365,Powered739037,,,,36.15794,-86.784,213.3733423910329
14571,4596,LFT366,Powered962006,36.15733,-86.78418,191.8947198117646,,,
14572,4188,LFT403,Powered089301,,,,36.16115,-86.77361,242.72000871662252
14573,4188,LFT464,Powered883803,36.16241,-86.77412,245.4128887668547,,,
14574,4188,LFT465,Powered477988,36.16241,-86.77411,244.16264966892294,,,
14575,487,LFT467,Powered027373,,,,36.15836,-86.78281,216.45076150922466
14576,114,LFT489,Powered495840,36.15155,-86.79869,203.52910431348238,,,
14577,4188,LFT580,Powered512153,36.16243,-86.77383,229.84526607932233,,,
14578,4188,LFT595,Powered302322,,,,36.16115,-86.7736,243.28532715700487
14579,4596,LFT660,Powered962006,,,,36.15719,-86.78408,248.99059895331965
14580,120,LFT664,Powered415391,36.13774,-86.80086,241.25943041937262,,,
14581,4188,LFT51,Powered797891,36.16201,-86.77413,132.00758096517922,,,
14582,4188,LFT50,Powered514333,36.16199,-86.77416,135.52741130553508,,,
14583,4188,LFT94,Powered514333,,,,36.16205,-86.77413,140.88404885935026
14584,4188,LFT164,Powered883803,,,,36.16243,-86.77409,248.46609000902566
14586,4188,LFT197,Powered883803,36.16148,-86.77306,238.50632669302544,,,
14587,4249,LFT216,Powered359972,36.15001,-86.80087,216.05330420469713,,,
14588,4249,LFT224,Powered359972,,,,36.15005,-86.8008,220.57454272138006
14589,125,LFT252,Powered535362,36.14392,-86.79961,150.4724075219254,,,
14590,487,LFT265,Powered254207,36.15819,-86.784,149.03821832593422,,,
14591,487,LFT285,Powered157297,36.15867,-86.78299,197.51995407833127,,,
14592,4422,LFT354,Powered416613,36.16661,-86.78078,139.37168213825046,,,
14595,4188,LFT396,Powered797891,,,,36.16207,-86.77412,143.4923665969759
14596,487,LFT418,Powered254207,,,,36.15826,-86.78399,137.0948227469288
14597,487,LFT216,Powered484122,36.15815,-86.78346,82.68538034904435,,,
14598,4188,LFT451,Powered695890,36.16127,-86.77357,202.81171738903856,,,
14599,4596,LFT485,Powered900256,36.158,-86.78394,239.05465411344963,,,
14601,4188,LFT507,Powered934974,36.16234,-86.77404,212.45235671696213,,,
14602,4418,LFT538,Powered393725,36.16682,-86.7823,156.03455584098552,,,
14605,4596,LFT555,Powered900256,,,,36.15797,-86.78402,213.09413005555461
14607,4188,LFT629,Powered934974,,,,36.16229,-86.77404,195.72061805347164
14608,4188,LFT126,Powered304341,36.16148,-86.77398,134.20268168127174,,,
14609,4188,LFT178,Powered759730,36.16134,-86.77337,204.99461101842763,,,
14610,4188,LFT194,Powered759730,,,,36.16133,-86.77337,208.0175489840088
14612,4616,LFT209,Powered110695,36.16889,-86.78737,226.4548488569098,,,
14613,4616,LFT210,Powered893089,36.1689,-86.7874,235.82594963432962,,,
14614,4616,LFT235,Powered110695,,,,36.1689,-86.78737,228.53631318590752
14615,4616,LFT237,Powered893089,,,,36.1689,-86.78739,233.38412244434883
14616,4188,LFT239,Powered976786,,,,36.16209,-86.77436,204.87751097706828
14617,4188,LFT252,Powered759730,,,,36.1613,-86.77343,208.30160242194552
14618,487,LFT264,Powered484122,,,,36.15817,-86.78349,73.3333067601609
14619,4188,LFT338,Powered286845,,,,36.162,-86.77453,237.32923919610573
14620,4188,LFT363,Powered304341,,,,36.16154,-86.77402,122.34755923468103
14621,125,LFT524,Powered667863,36.14381,-86.79985,173.11583160789712,,,
14622,4596,LFT83,Powered093597,36.15724,-86.78419,213.85025958333514,,,
14623,4596,LFT132,Powered093597,,,,36.15726,-86.78419,208.28899651284934
14624,4249,LFT165,Powered765986,36.14894,-86.80056,200.80397758827922,,,
14625,4249,LFT212,Powered765986,,,,36.14912,-86.80029,151.27407578040157
14626,4188,LFT237,Powered716193,36.16114,-86.77375,242.17301816722244,,,
14627,4188,LFT333,Powered852332,36.16206,-86.77439,207.34155772560072,,,
14628,4188,LFT337,Powered852332,,,,36.16208,-86.77429,185.42303349365977
14629,4422,LFT377,Powered290936,,,,36.16631,-86.78049,229.90923251868915
14631,4422,LFT394,Powered516339,36.16648,-86.78059,189.74128543201596,,,
14632,4188,LFT492,Powered697663,,,,36.16112,-86.77374,249.53930897871427
14633,4188,LFT496,Powered069219,36.16216,-86.77398,145.2385857076916,,,
14634,4188,LFT210,Powered629248,36.16117,-86.77369,232.1859114272433,,,
14635,4188,LFT680,Powered147794,36.16207,-86.77404,127.2015537956097,,,
14636,4596,LFT679,Powered841670,36.15743,-86.78402,209.68729656167525,,,
14637,4596,LFT681,Powered962006,36.15751,-86.784,203.74842055057943,,,
14638,4188,LFT690,Powered147794,,,,36.16207,-86.77407,133.05450974199533
14640,125,LFT19,Powered978316,36.14376,-86.79972,195.1218908631037,,,
14641,4249,LFT123,Powered233573,36.14956,-86.80065,45.554129187590334,,,
14642,125,LFT137,Powered254207,36.14415,-86.79963,81.03664443378754,,,
14643,4596,LFT175,Powered514333,,,,36.15775,-86.78442,72.39778698202572
14644,4422,LFT184,Powered968428,,,,36.16607,-86.78128,158.0198175069463
14646,4188,LFT213,Powered392189,36.16234,-86.77398,206.29827528916246,,,
14647,4429,LFT248,Powered014344,36.16562,-86.78206,240.64022162568466,,,
14648,4188,LFT279,Powered392189,,,,36.16234,-86.77395,203.7282870132629
14649,4422,LFT438,Powered352316,,,,36.1665,-86.78065,171.895795418056
14651,4429,LFT442,Powered935432,,,,36.16571,-86.78185,200.53351587552172
14652,4596,LFT446,Powered962006,,,,36.15736,-86.78433,153.79865468583262
14653,4596,LFT447,Powered841670,,,,36.15737,-86.78403,217.98347387076785
14654,125,LFT464,Powered254207,,,,36.14415,-86.79957,95.73929745495157
14655,487,LFT666,Powered007963,36.15824,-86.78384,98.6716574942647,,,
14656,487,LFT714,Powered007963,,,,36.15821,-86.78388,114.29225460915461
14657,120,LFT785,Powered372387,36.13773,-86.80063,234.4848740611527,,,
14658,4188,LFT832,Powered130322,,,,36.16215,-86.77444,236.45339785067404
14659,4596,LFT839,Powered581208,36.15774,-86.78462,20.83237319618733,,,
14660,4418,LFT872,Powered797891,,,,36.16691,-86.78259,244.46225420336418
14662,4596,LFT912,Powered099713,,,,36.15772,-86.78466,11.098613706194152
14663,4596,LFT913,Powered581208,,,,36.15774,-86.78442,71.37726353400599
14664,4596,LFT1032,Powered585880,36.15725,-86.78411,227.06118721362293,,,
14665,4596,LFT1033,Powered583424,36.15723,-86.78418,218.54380773355697,,,
14666,4592,LFT1071,Powered464318,,,,36.13931,-86.80025,248.81279258443072
14667,4418,LFT134,Powered564802,36.166,-86.78206,204.90551241855061,,,
14670,4596,LFT146,Powered955191,36.15722,-86.78419,219.51371506581268,,,
14671,4596,LFT145,Powered516098,36.15726,-86.78421,204.4632353629393,,,
14672,4596,LFT166,Powered516098,,,,36.15727,-86.78421,201.6715581948684
14674,114,LFT350,Powered581208,,,,36.1516,-86.79861,231.1766342820763
14675,114,LFT351,Powered695666,,,,36.15156,-86.79859,222.1912021899251
14676,4188,LFT501,Powered982090,36.16207,-86.77441,214.2540870737623,,,
14677,487,LFT689,Powered650754,36.15834,-86.78431,226.07527227906576,,,
14678,4188,LFT727,Powered861765,,,,36.16139,-86.77393,158.67140284073344
14679,4596,LFT779,Powered673353,,,,36.15789,-86.78421,149.9240009481989
14680,4596,LFT822,Powered650754,,,,36.15831,-86.7844,238.5038508876685
14682,4188,LFT868,Powered146965,,,,36.16233,-86.77402,206.85307864818324
14683,4188,LFT935,Powered689152,,,,36.16214,-86.77414,165.84939894901854
14684,4596,LFT1021,Powered598126,36.15773,-86.78417,143.46735604047484,,,
14685,4596,LFT1023,Powered936028,36.15773,-86.78418,140.53421052718173,,,
14686,4188,LFT1025,Powered106748,36.16148,-86.77318,208.48955577376782,,,
14687,487,LFT1097,Powered650754,,,,36.15836,-86.78408,158.06922616349712
14688,4188,LFT1145,Powered269775,,,,36.16149,-86.77397,129.58922200613387
14689,4596,LFT1179,Powered127841,,,,36.15763,-86.78474,33.51577348487462
14691,4188,LFT1190,Powered673353,,,,36.16116,-86.77389,237.80524645578348
14693,4188,LFT1194,Powered936125,,,,36.16121,-86.77389,219.79075830374984
14694,4596,LFT1244,Powered936028,,,,36.15775,-86.78429,109.55012752080084
14695,4596,LFT1245,Powered598126,,,,36.15772,-86.78426,116.69798231689191
14696,4596,LFT1252,Powered113272,36.15776,-86.78439,81.93859274528327,,,
14697,4596,LFT1270,Powered465392,,,,36.15819,-86.78427,214.8690422932792
14701,4188,LFT1283,Powered589932,36.16122,-86.77406,230.231111005737,,,
14702,4596,LFT1546,Powered487126,,,,36.15791,-86.78393,228.11177319705232
14706,4188,LFT1319,Powered146965,36.16211,-86.77443,226.38965413567385,,,
14707,4596,LFT1327,Powered487126,36.1574,-86.78524,202.67617733227405,,,
14708,4596,LFT1339,Powered446977,36.15791,-86.78391,233.64062223898398,,,
14710,4596,LFT1368,Powered487126,,,,36.15741,-86.78525,203.33499005398807
14713,4188,LFT1375,Powered876748,,,,36.16212,-86.77444,230.76642427132438
14714,4188,LFT1473,Powered936125,,,,36.16151,-86.77383,108.81862486801373
14716,4188,LFT1493,Powered585413,36.16206,-86.77434,194.31022424341612,,,
14717,4188,LFT1511,Powered392189,36.16185,-86.77426,147.54925431423555,,,
14718,4596,LFT1553,Powered127841,,,,36.15788,-86.78388,238.55221983363882
14721,4418,LFT1554,Powered398144,,,,36.16676,-86.78233,150.38594951019422
14724,4592,LFT1570,Powered393725,36.13831,-86.80051,148.04647481392635,,,
14726,4596,LFT1574,Powered446977,,,,36.15788,-86.78392,227.2930160656541
14728,487,LFT1619,Powered127841,,,,36.1582,-86.78338,77.55196206120938
14730,4596,LFT1621,Powered317303,,,,36.15769,-86.78442,69.00179457941655
14731,4596,LFT1666,Powered256818,,,,36.15728,-86.78431,180.8654048422459
14732,4188,LFT1677,Powered585413,,,,36.16205,-86.77434,192.57256598656252
14733,4188,LFT1693,Powered392189,,,,36.1619,-86.77432,168.01648917554903
14734,487,LFT1706,Powered127841,,,,36.15818,-86.78336,86.93990234766049
14736,4188,LFT1735,Powered462547,36.16204,-86.77451,236.66024483987724,,,
14737,4188,LFT1737,Powered237760,36.16189,-86.77449,216.7080877240468,,,
14738,4188,LFT1745,Powered237760,,,,36.16191,-86.7745,220.8003564886262
14739,4188,LFT1753,Powered067374,,,,36.162,-86.77439,198.3861589719239
14740,4422,LFT1816,Powered029745,,,,36.16622,-86.78071,185.23383771400253
14741,487,LFT168,Powered053328,36.1589,-86.7837,200.3805094033735,,,
14742,4422,LFT262,Powered253559,,,,36.16598,-86.78104,198.60794801383236
14743,120,LFT363,Powered605577,,,,36.13777,-86.80071,221.39089114777192
14744,120,LFT364,Powered797891,,,,36.13779,-86.80074,215.3902290180779
14745,4596,LFT461,Powered942780,,,,36.15782,-86.78424,130.9876977636076
14746,4592,LFT643,Powered929790,36.13889,-86.80043,90.8264430158377,,,
14748,4596,LFT644,Powered317503,36.15786,-86.78416,158.3500510467698,,,
14749,4596,LFT645,Powered325376,36.1578,-86.78418,145.43183020139762,,,
14750,4596,LFT646,Powered011320,36.1579,-86.78401,204.80529983038505,,,
14752,4188,LFT687,Powered743610,36.16239,-86.77407,232.71365825031242,,,
14753,4188,LFT689,Powered644178,36.16239,-86.77409,235.070411222047,,,
14754,4422,LFT700,Powered039212,36.16622,-86.7806,212.9933960166656,,,
14755,4188,LFT713,Powered487126,36.16142,-86.77308,245.20497703832726,,,
14756,4188,LFT738,Powered743610,,,,36.16238,-86.77411,234.2594162226361
14757,4188,LFT739,Powered644178,,,,36.16237,-86.77407,226.0023491295816
14758,4596,LFT768,Powered325376,,,,36.15783,-86.78417,151.60420182543336
14759,4596,LFT812,Powered415391,36.15802,-86.78398,232.43669715088492,,,
14761,4596,LFT836,Powered415391,,,,36.15816,-86.78404,249.4922999398079
14763,125,LFT884,Powered302591,36.14423,-86.79994,33.305710308278144,,,
14764,4596,LFT912,Powered437065,36.15775,-86.78441,75.2135551329124,,,
14765,4596,LFT914,Powered324626,36.15774,-86.78447,57.24839241370158,,,
14766,4592,LFT931,Powered929790,,,,36.13885,-86.80041,84.90341654250531
14770,4596,LFT943,Powered324626,,,,36.15771,-86.78449,48.908757015046575
14772,4188,LFT954,Powered487126,,,,36.16147,-86.77303,248.00381686844406
14773,487,LFT960,Powered120606,,,,36.15827,-86.78386,99.5591782761128
14774,487,LFT990,Powered324626,,,,36.1579,-86.78353,170.2438597919989
14775,125,LFT739,Powered302591,,,,36.14399,-86.7999,108.42389213969105
14776,4422,LFT187,Powered116165,,,,36.16636,-86.78079,140.40188989100906
14778,4596,LFT180,Powered122933,36.15773,-86.78449,50.518621309121976,,,
14779,4422,LFT265,Powered765986,,,,36.16626,-86.78066,190.50051332826575
14780,4422,LFT260,Powered482126,,,,36.16625,-86.78067,189.6289509629493
14781,4422,LFT261,Powered962006,,,,36.1662,-86.78074,182.2483022793718
14782,4422,LFT264,Powered374002,,,,36.16617,-86.78075,186.8020309795765
14783,125,LFT300,Powered450626,36.14416,-86.79957,93.92482137878129,,,
14784,4431,LFT331,Powered095782,,,,36.16693,-86.78265,229.35252585314507
14785,4188,LFT389,Powered374002,36.16169,-86.77423,143.75309862363034,,,
14786,4418,LFT547,Powered135970,,,,36.16685,-86.7825,210.3054298104466
14788,4418,LFT563,Powered027850,,,,36.16698,-86.78247,232.34189803138386
14790,487,LFT621,Powered690597,36.15822,-86.78396,133.75706919498668,,,
14791,487,LFT622,Powered480974,36.15821,-86.78397,137.93450200871126,,,
14792,4418,LFT643,Powered535362,36.16684,-86.78264,244.6601001660701,,,
14795,487,LFT646,Powered480974,,,,36.15823,-86.78397,135.08123085590705
14796,487,LFT647,Powered690597,,,,36.15815,-86.78395,143.37454242954
14797,4188,LFT718,Powered321410,36.16123,-86.77355,218.49407506025932,,,
14798,125,LFT724,Powered302591,,,,36.14399,-86.80001,117.40615940315024
14800,4418,LFT745,Powered047053,36.16631,-86.78215,114.10192847696004,,,
14803,4422,LFT779,Powered355678,36.16648,-86.78094,86.72977187040186,,,
14806,4188,LFT834,Powered583424,36.16239,-86.77406,231.58260778015787,,,
14807,4188,LFT864,Powered783585,,,,36.16209,-86.7741,144.43407689563838
14808,4418,LFT96,Powered535362,,,,36.16695,-86.78247,224.99199928906253
